zip,city,region,district
23069,bac ninh,east,district #07
23070,son tay,east,district #07
23071,ha long,east,district #07
23072,ha long,east,district #07
23075,phu ly,east,district #07
23076,phu ly,east,district #07
23079,viet tri,east,district #07
23081,thai nguyen,east,district #07
23083,hanoi,east,district #07
23084,thai nguyen,east,district #07
23085,bac giang,east,district #07
23086,bac ninh,east,district #07
23089,lao cai,east,district #07
23090,lao cai,east,district #07
23091,phu ly,east,district #07
23092,hanoi,east,district #07
23093,hai phong,east,district #07
23102,bac giang,east,district #07
23103,uong bi,east,district #07
23105,viet tri,east,district #07
23106,thai nguyen,east,district #07
23107,hai phong,east,district #07
23108,thai nguyen,east,district #07
23109,ninh binh,east,district #07
23110,son tay,east,district #07
23111,son tay,east,district #07
23112,uong bi,east,district #07
23113,hai phong,east,district #07
23114,son tay,east,district #07
23115,ha long,east,district #07
23116,nam dinh,east,district #07
23117,son tay,east,district #07
23119,cam pha,east,district #07
23120,ha long,east,district #07
23123,cam pha,east,district #07
23124,hai phong,east,district #07
23125,thai nguyen,east,district #07
23126,son tay,east,district #07
23127,thai nguyen,east,district #07
23128,lao cai,east,district #07
23129,cam pha,east,district #07
23130,viet tri,east,district #07
23131,viet tri,east,district #07
23138,cam pha,east,district #07
23139,hanoi,east,district #07
23140,lao cai,east,district #07
23141,bac giang,east,district #07
23146,viet tri,east,district #07
23147,cam pha,east,district #07
23148,viet tri,east,district #07
23149,thai nguyen,east,district #07
23150,ninh binh,east,district #07
23153,nam dinh,east,district #07
23154,viet tri,east,district #07
23155,uong bi,east,district #07
23156,cam pha,east,district #07
23160,hanoi,east,district #07
23161,bac ninh,east,district #07
23162,hanoi,east,district #07
23163,cam pha,east,district #07
23168,viet tri,east,district #07
23169,cam pha,east,district #07
23170,phu ly,east,district #07
23173,bac ninh,east,district #07
23175,thai nguyen,east,district #07
23176,bac giang,east,district #07
23177,nam dinh,east,district #07
23178,ninh binh,east,district #07
23180,ninh binh,east,district #07
23181,bac ninh,east,district #07
23183,ninh binh,east,district #07
23184,hanoi,east,district #07
23185,ha long,east,district #07
23186,nam dinh,east,district #07
23187,bac ninh,east,district #07
23188,nam dinh,east,district #07
23190,cam pha,east,district #07
23192,ninh binh,east,district #07
23218,bac giang,east,district #07
23219,bac giang,east,district #07
23220,hanoi,east,district #07
23221,nam dinh,east,district #07
23222,ninh binh,east,district #07
23223,ninh binh,east,district #07
23224,hai phong,east,district #07
23225,hanoi,east,district #07
23226,ninh binh,east,district #07
23227,ha long,east,district #07
23228,uong bi,east,district #07
23229,ninh binh,east,district #07
23230,ninh binh,east,district #07
23231,cam pha,east,district #07
23232,bac ninh,east,district #07
23233,phu ly,east,district #07
23234,viet tri,east,district #07
23235,ninh binh,east,district #07
23236,cam pha,east,district #07
23237,son tay,east,district #07
23238,phu ly,east,district #07
23241,hanoi,east,district #07
23242,thai nguyen,east,district #07
23249,ninh binh,east,district #07
23250,hai phong,east,district #07
23255,viet tri,east,district #07
23260,thai nguyen,east,district #07
23261,ha long,east,district #07
23269,cam pha,east,district #07
23273,son tay,east,district #07
23274,lao cai,east,district #07
23276,bac ninh,east,district #07
23278,hanoi,east,district #07
23279,lao cai,east,district #07
23282,lao cai,east,district #07
23284,uong bi,east,district #07
23285,uong bi,east,district #07
23286,cam pha,east,district #07
23288,hanoi,east,district #07
23289,ha long,east,district #07
23290,ha long,east,district #07
23291,lao cai,east,district #07
23292,hanoi,east,district #07
23293,cam pha,east,district #07
23294,bac ninh,east,district #07
23295,hanoi,east,district #07
23297,lao cai,east,district #07
23298,hanoi,east,district #07
23301,ninh binh,east,district #07
23302,phu ly,east,district #07
23303,ninh binh,east,district #07
23304,ha long,east,district #07
23306,lao cai,east,district #07
23307,uong bi,east,district #07
23308,bac ninh,east,district #07
23310,viet tri,east,district #07
23313,thai nguyen,east,district #07
23314,nam dinh,east,district #07
23315,thai nguyen,east,district #07
23316,cam pha,east,district #07
23320,uong bi,east,district #07
23321,nam dinh,east,district #07
23322,nam dinh,east,district #07
23323,son tay,east,district #07
23324,cam pha,east,district #07
23325,lao cai,east,district #07
23326,thai nguyen,east,district #07
23327,thai nguyen,east,district #07
23328,nam dinh,east,district #07
23336,cam pha,east,district #07
23337,phu ly,east,district #07
23341,cam pha,east,district #07
23345,thai nguyen,east,district #07
23347,son tay,east,district #07
23350,uong bi,east,district #07
23354,bac ninh,east,district #07
23356,hanoi,east,district #07
23357,cam pha,east,district #07
23358,uong bi,east,district #07
23359,son tay,east,district #07
23389,nam dinh,east,district #07
23395,ha long,east,district #07
23396,son tay,east,district #07
23397,cam pha,east,district #07
23398,hanoi,east,district #07
23399,hai phong,east,district #07
23401,bac giang,east,district #07
23404,uong bi,east,district #07
23405,nam dinh,east,district #07
23407,bac ninh,east,district #07
23408,phu ly,east,district #07
23409,son tay,east,district #07
23410,bac giang,east,district #07
23412,bac ninh,east,district #07
23413,bac ninh,east,district #07
23414,hai phong,east,district #07
23415,hanoi,east,district #07
23416,ninh binh,east,district #07
23417,hanoi,east,district #07
23418,ninh binh,east,district #07
23419,nam dinh,east,district #07
23420,viet tri,east,district #07
23421,son tay,east,district #07
23422,phu ly,east,district #07
23423,phu ly,east,district #07
23424,nam dinh,east,district #07
23426,uong bi,east,district #07
23427,uong bi,east,district #07
23429,bac ninh,east,district #07
23430,hanoi,east,district #07
23431,lao cai,east,district #07
23432,ha long,east,district #07
23433,son tay,east,district #07
23434,son tay,east,district #07
23435,hanoi,east,district #07
23436,phu ly,east,district #07
23437,uong bi,east,district #07
23438,nam dinh,east,district #07
23439,ninh binh,east,district #07
23440,hai phong,east,district #07
23441,nam dinh,east,district #07
23442,son tay,east,district #07
23443,phu ly,east,district #07
23450,hai phong,east,district #07
23451,ha long,east,district #07
23452,nam dinh,east,district #07
23453,hanoi,east,district #07
23454,ha long,east,district #07
23455,uong bi,east,district #07
23456,hanoi,east,district #07
23457,thai nguyen,east,district #07
23458,thai nguyen,east,district #07
23459,son tay,east,district #07
23460,son tay,east,district #07
23461,ninh binh,east,district #07
23462,thai nguyen,east,district #07
23463,cam pha,east,district #07
23464,cam pha,east,district #07
23465,lao cai,east,district #07
23466,phu ly,east,district #07
23467,lao cai,east,district #07
23471,cam pha,east,district #07
23479,lao cai,east,district #07
23480,phu ly,east,district #07
23482,phu ly,east,district #07
23483,viet tri,east,district #07
23486,thai nguyen,east,district #07
23487,uong bi,east,district #07
23488,thai nguyen,east,district #07
23501,viet tri,east,district #07
23502,nam dinh,east,district #07
23503,ninh binh,east,district #07
23504,cam pha,east,district #07
23505,viet tri,east,district #07
23506,nam dinh,east,district #07
23507,ninh binh,east,district #07
23508,ninh binh,east,district #07
23509,ha long,east,district #07
23510,thai nguyen,east,district #07
23511,viet tri,east,district #07
23512,lao cai,east,district #07
23513,phu ly,east,district #07
23514,bac giang,east,district #07
23515,thai nguyen,east,district #07
23517,lao cai,east,district #07
23518,lao cai,east,district #07
23519,lao cai,east,district #07
23520,thai nguyen,east,district #07
23521,bac giang,east,district #07
23523,nam dinh,east,district #07
23529,son tay,east,district #07
23541,lao cai,east,district #07
23551,ha long,east,district #07
23601,nam dinh,east,district #07
23602,cam pha,east,district #07
23603,bac ninh,east,district #07
23604,bac giang,east,district #07
23605,bac ninh,east,district #07
23606,viet tri,east,district #07
23607,lao cai,east,district #07
23608,lao cai,east,district #07
23609,bac giang,east,district #07
23612,ninh binh,east,district #07
23628,viet tri,east,district #07
23630,ha long,east,district #07
23651,ninh binh,east,district #07
23661,thai nguyen,east,district #07
23662,uong bi,east,district #07
23663,phu ly,east,district #07
23664,son tay,east,district #07
23665,son tay,east,district #07
23666,ninh binh,east,district #07
23667,cam pha,east,district #07
23668,bac ninh,east,district #07
23669,bac giang,east,district #07
23670,son tay,east,district #07
23681,ha long,east,district #07
23690,cam pha,east,district #07
23691,viet tri,east,district #07
23692,hanoi,east,district #07
23693,uong bi,east,district #07
23694,nam dinh,east,district #07
23696,nam dinh,east,district #07
23701,uong bi,east,district #07
23702,hanoi,east,district #07
23703,ha long,east,district #07
23704,bac giang,east,district #07
23705,uong bi,east,district #07
23707,hai phong,east,district #07
23708,bac ninh,east,district #07
23709,thai nguyen,east,district #07
23801,cam pha,east,district #07
23803,thai nguyen,east,district #07
23804,hanoi,east,district #07
23805,cam pha,east,district #07
23806,ninh binh,east,district #07
23822,uong bi,east,district #07
23824,bac ninh,east,district #07
23830,bac giang,east,district #07
23831,hai phong,east,district #07
23832,nam dinh,east,district #07
23833,bac giang,east,district #07
23834,uong bi,east,district #07
23836,bac giang,east,district #07
23838,son tay,east,district #07
23839,uong bi,east,district #07
23840,hanoi,east,district #07
23841,cam pha,east,district #07
23842,uong bi,east,district #07
23846,hanoi,east,district #07
23850,bac ninh,east,district #07
23851,lao cai,east,district #07
23860,thai nguyen,east,district #07
23866,bac giang,east,district #07
23872,nam dinh,east,district #07
23875,hai phong,east,district #07
23876,thai nguyen,east,district #07
23881,phu ly,east,district #07
23882,son tay,east,district #07
23883,viet tri,east,district #07
23884,ninh binh,east,district #07
23885,viet tri,east,district #07
23888,viet tri,east,district #07
23890,bac ninh,east,district #07
23891,hanoi,east,district #07
23894,bac ninh,east,district #07
23897,lao cai,east,district #07
23898,cam pha,east,district #07
23899,phu ly,east,district #07
23901,hanoi,east,district #07
23909,ha long,east,district #07
23921,thai nguyen,east,district #07
23922,bac ninh,east,district #07
23923,son tay,east,district #07
23930,bac giang,east,district #07
23934,viet tri,east,district #07
23936,viet tri,east,district #07
23937,bac ninh,east,district #07
23939,son tay,east,district #07
23942,nam dinh,east,district #07
23943,hanoi,east,district #07
23947,phu ly,east,district #07
23954,viet tri,east,district #07
23955,nam dinh,east,district #07
23958,lao cai,east,district #07
23959,ha long,east,district #07
23960,nam dinh,east,district #07
23962,ha long,east,district #07
23963,ha long,east,district #07
23966,phu ly,east,district #07
23967,viet tri,east,district #07
24001,uong bi,east,district #07
24002,lao cai,east,district #07
24003,hanoi,east,district #07
24004,uong bi,east,district #07
24005,hai phong,east,district #07
24006,son tay,east,district #07
24007,uong bi,east,district #07
24008,phu ly,east,district #07
24009,cam pha,east,district #07
24010,bac ninh,east,district #07
24011,viet tri,east,district #07
24012,ninh binh,east,district #07
24013,ha long,east,district #07
24014,lao cai,east,district #07
24015,phu ly,east,district #07
24016,hai phong,east,district #07
24017,son tay,east,district #07
24018,ha long,east,district #07
24019,uong bi,east,district #07
24020,hai phong,east,district #07
24022,ha long,east,district #07
24023,viet tri,east,district #07
24024,viet tri,east,district #07
24025,viet tri,east,district #07
24026,thai nguyen,east,district #07
24027,ninh binh,east,district #07
24028,hanoi,east,district #07
24029,ninh binh,east,district #07
24030,thai nguyen,east,district #07
24031,uong bi,east,district #07
24032,lao cai,east,district #07
24033,nam dinh,east,district #07
24034,bac ninh,east,district #07
24035,ninh binh,east,district #07
24036,lao cai,east,district #07
24037,nam dinh,east,district #07
24038,cam pha,east,district #07
24040,thai nguyen,east,district #07
24042,cam pha,east,district #07
24043,bac ninh,east,district #07
24050,hanoi,east,district #07
24058,lao cai,east,district #07
24059,uong bi,east,district #07
24060,bac giang,east,district #07
24061,hai phong,east,district #07
24062,hanoi,east,district #07
24063,bac giang,east,district #07
24064,viet tri,east,district #07
24065,nam dinh,east,district #07
24066,phu ly,east,district #07
24067,bac ninh,east,district #07
24068,hanoi,east,district #07
24070,cam pha,east,district #07
24072,ha long,east,district #07
24073,hanoi,east,district #07
24077,hai phong,east,district #07
24079,nam dinh,east,district #07
24083,cam pha,east,district #07
24084,son tay,east,district #07
24085,nam dinh,east,district #07
24087,hanoi,east,district #07
24088,ha long,east,district #07
24090,thai nguyen,east,district #07
24091,ha long,east,district #07
24092,thai nguyen,east,district #07
24095,son tay,east,district #07
24101,bac ninh,east,district #07
24104,uong bi,east,district #07
24105,viet tri,east,district #07
24111,hai phong,east,district #07
24121,nam dinh,east,district #07
24122,bac ninh,east,district #07
24126,bac giang,east,district #07
24127,hanoi,east,district #07
24128,viet tri,east,district #07
24129,thai nguyen,east,district #07
24130,thai nguyen,east,district #07
24131,uong bi,east,district #07
24132,son tay,east,district #07
24138,lao cai,east,district #07
24139,son tay,east,district #07
24141,bac ninh,east,district #07
24142,hai phong,east,district #07
24143,nam dinh,east,district #07
24146,thai nguyen,east,district #07
24149,thai nguyen,east,district #07
24151,ha long,east,district #07
24153,ha long,east,district #07
24155,ha long,east,district #07
24157,viet tri,east,district #07
24162,bac giang,east,district #07
24174,hanoi,east,district #07
24175,cam pha,east,district #07
24176,ninh binh,east,district #07
24178,bac ninh,east,district #07
24179,thai nguyen,east,district #07
24184,nam dinh,east,district #07
24185,bac ninh,east,district #07
24325,nam dinh,east,district #07
24347,lao cai,east,district #07
24380,son tay,east,district #07
24401,thai nguyen,east,district #07
24402,lao cai,east,district #07
24411,ninh binh,east,district #07
24412,hai phong,east,district #07
24413,bac giang,east,district #07
24415,viet tri,east,district #07
24416,bac ninh,east,district #07
24421,bac giang,east,district #07
24422,bac giang,east,district #07
24426,viet tri,east,district #07
24430,thai nguyen,east,district #07
24431,uong bi,east,district #07
24432,nam dinh,east,district #07
24433,lao cai,east,district #07
24435,hai phong,east,district #07
24437,hanoi,east,district #07
24438,hanoi,east,district #07
24439,thai nguyen,east,district #07
24440,uong bi,east,district #07
24441,son tay,east,district #07
24442,bac giang,east,district #07
24445,ha long,east,district #07
24448,bac ninh,east,district #07
24450,hai phong,east,district #07
24457,bac giang,east,district #07
24458,phu ly,east,district #07
24459,hanoi,east,district #07
24460,phu ly,east,district #07
24463,nam dinh,east,district #07
24464,viet tri,east,district #07
24465,ninh binh,east,district #07
24467,phu ly,east,district #07
24468,viet tri,east,district #07
24469,viet tri,east,district #07
24471,ha long,east,district #07
24472,hai phong,east,district #07
24473,bac ninh,east,district #07
24474,uong bi,east,district #07
24476,uong bi,east,district #07
24477,phu ly,east,district #07
24479,thai nguyen,east,district #07
24482,lao cai,east,district #07
24483,bac giang,east,district #07
24484,nam dinh,east,district #07
24485,phu ly,east,district #07
24486,hai phong,east,district #07
24487,bac ninh,east,district #07
24501,phu ly,east,district #07
24502,phu ly,east,district #07
24503,nam dinh,east,district #07
24504,ha long,east,district #07
24505,hanoi,east,district #07
24506,hai phong,east,district #07
24513,ninh binh,east,district #07
24514,phu ly,east,district #07
24515,cam pha,east,district #07
24517,cam pha,east,district #07
24521,thai nguyen,east,district #07
24522,ha long,east,district #07
24523,hanoi,east,district #07
24526,viet tri,east,district #07
24528,hanoi,east,district #07
24533,hai phong,east,district #07
24534,ninh binh,east,district #07
24536,uong bi,east,district #07
24538,bac giang,east,district #07
24550,nam dinh,east,district #07
24551,ha long,east,district #07
24553,bac giang,east,district #07
24554,bac ninh,east,district #07
24555,cam pha,east,district #07
24556,ha long,east,district #07
24557,nam dinh,east,district #07
24562,hai phong,east,district #07
24563,bac ninh,east,district #07
24569,nam dinh,east,district #07
24570,nam dinh,east,district #07
24571,cam pha,east,district #07
24572,bac giang,east,district #07
24574,ha long,east,district #07
24576,viet tri,east,district #07
24577,thai nguyen,east,district #07
24578,thai nguyen,east,district #07
24579,bac giang,east,district #07
24581,hai phong,east,district #07
24588,bac ninh,east,district #07
24590,uong bi,east,district #07
24593,hai phong,east,district #07
24595,cam pha,east,district #07
24599,hanoi,east,district #07
40402,uong bi,east,district #19
40409,hanoi,east,district #19
40419,ha long,east,district #19
40434,thai nguyen,east,district #19
40442,uong bi,east,district #19
40445,phu ly,east,district #19
40447,bac giang,east,district #19
40456,hai phong,east,district #19
40460,bac ninh,east,district #19
40473,ninh binh,east,district #19
40481,hai phong,east,district #19
40486,phu ly,east,district #19
40488,bac ninh,east,district #19
40489,hanoi,east,district #19
40492,viet tri,east,district #19
40701,hanoi,east,district #19
40702,bac ninh,east,district #19
40724,ha long,east,district #19
40729,uong bi,east,district #19
40730,hanoi,east,district #19
40734,hai phong,east,district #19
40737,cam pha,east,district #19
40740,son tay,east,district #19
40741,hanoi,east,district #19
40742,bac giang,east,district #19
40743,ninh binh,east,district #19
40744,thai nguyen,east,district #19
40745,bac giang,east,district #19
40755,ninh binh,east,district #19
40759,phu ly,east,district #19
40763,thai nguyen,east,district #19
40769,phu ly,east,district #19
40771,viet tri,east,district #19
40801,cam pha,east,district #19
40803,bac giang,east,district #19
40806,lao cai,east,district #19
40807,lao cai,east,district #19
40808,son tay,east,district #19
40810,viet tri,east,district #19
40813,bac ninh,east,district #19
40815,hai phong,east,district #19
40816,hai phong,east,district #19
40818,son tay,east,district #19
40819,bac ninh,east,district #19
40820,hai phong,east,district #19
40823,nam dinh,east,district #19
40824,hanoi,east,district #19
40826,cam pha,east,district #19
40827,uong bi,east,district #19
40828,bac ninh,east,district #19
40829,phu ly,east,district #19
40830,bac giang,east,district #19
40831,son tay,east,district #19
40840,phu ly,east,district #19
40843,hai phong,east,district #19
40844,nam dinh,east,district #19
40845,phu ly,east,district #19
40847,cam pha,east,district #19
40849,phu ly,east,district #19
40854,thai nguyen,east,district #19
40855,hanoi,east,district #19
40856,phu ly,east,district #19
40858,phu ly,east,district #19
40862,uong bi,east,district #19
40863,bac ninh,east,district #19
40865,hanoi,east,district #19
40868,phu ly,east,district #19
40870,viet tri,east,district #19
40873,viet tri,east,district #19
40874,ha long,east,district #19
40902,phu ly,east,district #19
40903,phu ly,east,district #19
40906,lao cai,east,district #19
40913,cam pha,east,district #19
40914,phu ly,east,district #19
40915,bac ninh,east,district #19
40921,viet tri,east,district #19
40923,viet tri,east,district #19
40927,phu ly,east,district #19
40930,ninh binh,east,district #19
40932,hanoi,east,district #19
40935,phu ly,east,district #19
40939,ninh binh,east,district #19
40940,cam pha,east,district #19
40941,cam pha,east,district #19
40943,phu ly,east,district #19
40944,bac giang,east,district #19
40946,bac ninh,east,district #19
40949,ninh binh,east,district #19
40951,ninh binh,east,district #19
40953,ha long,east,district #19
40955,ninh binh,east,district #19
40958,thai nguyen,east,district #19
40962,hai phong,east,district #19
40964,lao cai,east,district #19
40965,nam dinh,east,district #19
40972,ha long,east,district #19
40977,nam dinh,east,district #19
40979,bac giang,east,district #19
40981,ha long,east,district #19
40982,ha long,east,district #19
40983,bac ninh,east,district #19
40988,nam dinh,east,district #19
40995,ha long,east,district #19
40997,lao cai,east,district #19
41204,uong bi,east,district #19
41214,hanoi,east,district #19
41216,hai phong,east,district #19
41219,ninh binh,east,district #19
41222,nam dinh,east,district #19
41226,ha long,east,district #19
41234,viet tri,east,district #19
41238,ninh binh,east,district #19
41240,bac ninh,east,district #19
41250,phu ly,east,district #19
41254,bac ninh,east,district #19
41255,hai phong,east,district #19
41256,ninh binh,east,district #19
41257,lao cai,east,district #19
41260,son tay,east,district #19
41263,hai phong,east,district #19
41265,cam pha,east,district #19
41268,uong bi,east,district #19
41271,hai phong,east,district #19
41274,son tay,east,district #19
41307,hai phong,east,district #19
41310,nam dinh,east,district #19
41311,son tay,east,district #19
41314,cam pha,east,district #19
41317,viet tri,east,district #19
41332,bac giang,east,district #19
41333,phu ly,east,district #19
41339,hai phong,east,district #19
41347,viet tri,east,district #19
41348,hanoi,east,district #19
41351,ha long,east,district #19
41352,cam pha,east,district #19
41362,bac giang,east,district #19
41364,ha long,east,district #19
41366,ninh binh,east,district #19
41367,thai nguyen,east,district #19
41368,lao cai,east,district #19
41385,hanoi,east,district #19
41386,nam dinh,east,district #19
41390,thai nguyen,east,district #19
41397,uong bi,east,district #19
41408,bac ninh,east,district #19
41413,ha long,east,district #19
41421,cam pha,east,district #19
41426,son tay,east,district #19
41451,hai phong,east,district #19
41459,nam dinh,east,district #19
41464,bac giang,east,district #19
41465,phu ly,east,district #19
41472,hai phong,east,district #19
41477,nam dinh,east,district #19
41501,nam dinh,east,district #19
41502,uong bi,east,district #19
41512,hai phong,east,district #19
41513,viet tri,east,district #19
41517,bac ninh,east,district #19
41519,thai nguyen,east,district #19
41520,lao cai,east,district #19
41522,ninh binh,east,district #19
41524,ninh binh,east,district #19
41526,lao cai,east,district #19
41534,nam dinh,east,district #19
41535,ninh binh,east,district #19
41537,ha long,east,district #19
41538,thai nguyen,east,district #19
41539,cam pha,east,district #19
41540,phu ly,east,district #19
41542,uong bi,east,district #19
41543,cam pha,east,district #19
41548,bac ninh,east,district #19
41549,uong bi,east,district #19
41554,bac giang,east,district #19
41555,bac giang,east,district #19
41557,uong bi,east,district #19
41558,uong bi,east,district #19
41559,thai nguyen,east,district #19
41560,hai phong,east,district #19
41561,thai nguyen,east,district #19
41562,bac ninh,east,district #19
41563,ha long,east,district #19
41564,ha long,east,district #19
41566,son tay,east,district #19
41567,nam dinh,east,district #19
41571,phu ly,east,district #19
41572,hai phong,east,district #19
41601,son tay,east,district #19
41602,ha long,east,district #19
41603,bac ninh,east,district #19
41604,phu ly,east,district #19
41605,ha long,east,district #19
41606,cam pha,east,district #19
41607,phu ly,east,district #19
41612,hanoi,east,district #19
41615,hanoi,east,district #19
41616,ninh binh,east,district #19
41619,nam dinh,east,district #19
41621,lao cai,east,district #19
41622,lao cai,east,district #19
41630,lao cai,east,district #19
41631,son tay,east,district #19
41632,ninh binh,east,district #19
41635,bac ninh,east,district #19
41636,son tay,east,district #19
41640,thai nguyen,east,district #19
41642,uong bi,east,district #19
41643,hanoi,east,district #19
41645,son tay,east,district #19
41647,uong bi,east,district #19
41649,son tay,east,district #19
41650,thai nguyen,east,district #19
41651,thai nguyen,east,district #19
41653,cam pha,east,district #19
41655,lao cai,east,district #19
41659,cam pha,east,district #19
41660,ninh binh,east,district #19
41663,nam dinh,east,district #19
41666,phu ly,east,district #19
41667,phu ly,east,district #19
41669,lao cai,east,district #19
41701,hanoi,east,district #19
41702,bac ninh,east,district #19
41712,hai phong,east,district #19
41713,bac ninh,east,district #19
41714,phu ly,east,district #19
41719,uong bi,east,district #19
41721,phu ly,east,district #19
41722,phu ly,east,district #19
41723,son tay,east,district #19
41725,lao cai,east,district #19
41727,uong bi,east,district #19
41729,lao cai,east,district #19
41731,hanoi,east,district #19
41735,phu ly,east,district #19
41736,cam pha,east,district #19
41739,son tay,east,district #19
41740,cam pha,east,district #19
41743,ha long,east,district #19
41745,phu ly,east,district #19
41746,son tay,east,district #19
41749,hanoi,east,district #19
41751,hanoi,east,district #19
41754,viet tri,east,district #19
41759,cam pha,east,district #19
41760,cam pha,east,district #19
41762,hai phong,east,district #19
41763,uong bi,east,district #19
41764,cam pha,east,district #19
41766,ninh binh,east,district #19
41772,bac ninh,east,district #19
41773,thai nguyen,east,district #19
41774,hai phong,east,district #19
41775,cam pha,east,district #19
41776,viet tri,east,district #19
41777,nam dinh,east,district #19
41778,phu ly,east,district #19
41804,son tay,east,district #19
41810,ha long,east,district #19
41812,uong bi,east,district #19
41815,viet tri,east,district #19
41817,hanoi,east,district #19
41819,ha long,east,district #19
41821,bac ninh,east,district #19
41822,hai phong,east,district #19
41824,thai nguyen,east,district #19
41825,ha long,east,district #19
41826,lao cai,east,district #19
41828,uong bi,east,district #19
41831,thai nguyen,east,district #19
41832,phu ly,east,district #19
41833,hanoi,east,district #19
41834,uong bi,east,district #19
41835,viet tri,east,district #19
41836,ninh binh,east,district #19
41837,nam dinh,east,district #19
41838,uong bi,east,district #19
41839,phu ly,east,district #19
41840,ninh binh,east,district #19
41843,ha long,east,district #19
41844,son tay,east,district #19
41845,nam dinh,east,district #19
41847,bac ninh,east,district #19
41848,ha long,east,district #19
41849,ha long,east,district #19
41855,nam dinh,east,district #19
41858,hai phong,east,district #19
41859,phu ly,east,district #19
41861,uong bi,east,district #19
41862,bac ninh,east,district #19
42101,cam pha,east,district #19
42102,uong bi,east,district #19
42103,ha long,east,district #19
42104,thai nguyen,east,district #19
42120,lao cai,east,district #19
42122,hanoi,east,district #19
42123,son tay,east,district #19
42124,son tay,east,district #19
42127,nam dinh,east,district #19
42128,thai nguyen,east,district #19
42129,ha long,east,district #19
42130,cam pha,east,district #19
42131,ha long,east,district #19
42133,ninh binh,east,district #19
42134,bac ninh,east,district #19
42135,son tay,east,district #19
42140,ninh binh,east,district #19
42141,bac ninh,east,district #19
42142,uong bi,east,district #19
42151,hanoi,east,district #19
42152,hanoi,east,district #19
42153,cam pha,east,district #19
42154,bac giang,east,district #19
42156,bac ninh,east,district #19
42157,hai phong,east,district #19
42159,ninh binh,east,district #19
42160,bac ninh,east,district #19
42163,bac giang,east,district #19
42164,bac ninh,east,district #19
42166,bac giang,east,district #19
42167,viet tri,east,district #19
42170,phu ly,east,district #19
42171,cam pha,east,district #19
42201,ha long,east,district #19
42202,lao cai,east,district #19
42204,nam dinh,east,district #19
42206,hanoi,east,district #19
42207,hanoi,east,district #19
42210,phu ly,east,district #19
42211,bac ninh,east,district #19
42214,hanoi,east,district #19
42215,ninh binh,east,district #19
42216,thai nguyen,east,district #19
42217,son tay,east,district #19
42219,lao cai,east,district #19
42220,hanoi,east,district #19
42221,viet tri,east,district #19
42232,uong bi,east,district #19
42234,ha long,east,district #19
42236,thai nguyen,east,district #19
42240,bac giang,east,district #19
42241,ha long,east,district #19
42252,phu ly,east,district #19
42254,nam dinh,east,district #19
42256,son tay,east,district #19
42259,ninh binh,east,district #19
42261,uong bi,east,district #19
42262,hai phong,east,district #19
42265,hanoi,east,district #19
42266,ha long,east,district #19
42273,bac giang,east,district #19
42274,phu ly,east,district #19
42275,ha long,east,district #19
42276,viet tri,east,district #19
42280,hanoi,east,district #19
42285,nam dinh,east,district #19
42286,uong bi,east,district #19
42287,ninh binh,east,district #19
42288,phu ly,east,district #19
42320,cam pha,east,district #19
42321,hanoi,east,district #19
42323,thai nguyen,east,district #19
42324,phu ly,east,district #19
42326,hai phong,east,district #19
42330,viet tri,east,district #19
42332,viet tri,east,district #19
42333,phu ly,east,district #19
42337,nam dinh,east,district #19
42338,nam dinh,east,district #19
42339,ha long,east,district #19
42344,bac ninh,east,district #19
42345,cam pha,east,district #19
42349,hai phong,east,district #19
42354,cam pha,east,district #19
42361,nam dinh,east,district #19
42367,cam pha,east,district #19
42369,thai nguyen,east,district #19
42370,son tay,east,district #19
42374,thai nguyen,east,district #19
42442,lao cai,east,district #19
42453,ha long,east,district #19
42464,hai phong,east,district #19
42501,ha long,east,district #19
42502,bac ninh,east,district #19
42503,lao cai,east,district #19
42516,ha long,east,district #19
42518,phu ly,east,district #19
42519,viet tri,east,district #19
42528,thai nguyen,east,district #19
42533,thai nguyen,east,district #19
42539,son tay,east,district #19
42541,phu ly,east,district #19
42544,nam dinh,east,district #19
42553,lao cai,east,district #19
42558,bac ninh,east,district #19
42564,hai phong,east,district #19
42565,ninh binh,east,district #19
42566,lao cai,east,district #19
42567,bac giang,east,district #19
42602,viet tri,east,district #19
42603,nam dinh,east,district #19
42629,ninh binh,east,district #19
42631,bac ninh,east,district #19
42633,nam dinh,east,district #19
42634,cam pha,east,district #19
42635,nam dinh,east,district #19
42638,uong bi,east,district #19
42642,phu ly,east,district #19
42647,bac ninh,east,district #19
42649,phu ly,east,district #19
42653,bac giang,east,district #19
42715,son tay,east,district #19
42717,nam dinh,east,district #19
42720,viet tri,east,district #19
42721,cam pha,east,district #19
42722,son tay,east,district #19
42728,nam dinh,east,district #19
42729,ha long,east,district #19
42731,lao cai,east,district #19
42741,lao cai,east,district #19
42742,phu ly,east,district #19
42746,bac giang,east,district #19
42749,bac ninh,east,district #19
42753,viet tri,east,district #19
42759,phu ly,east,district #19
42762,nam dinh,east,district #19
42765,hanoi,east,district #19
35004,hai phong,east,district #19
35005,thai nguyen,east,district #19
35006,viet tri,east,district #19
35007,bac giang,east,district #19
35013,uong bi,east,district #19
35015,bac giang,east,district #19
35016,nam dinh,east,district #19
35019,phu ly,east,district #19
35020,phu ly,east,district #19
35021,son tay,east,district #19
35022,ninh binh,east,district #19
35023,bac ninh,east,district #19
35031,viet tri,east,district #19
